SSPscen;region;technology;vehicleType;subsectorL3;subsectorL2;subsectorL1;sector;level;2020;2030;2040;2050;2100
SSP2;ECE;FCEV;Midsize Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.0009130452613628;0.00137984116653321;0.00203243704884785;0.00321667042155319;0.00593181576950051
SSP2;ECE;FCEV;Subcompact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.000364456476452271;0.000584756896444332;0.000923043235706394;0.00152820466093798;0.00353625498249099
SSP2;ECE;FCEV;Truck (0-3_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.0146000000010882;0.0361000000028765;0.0574999999955749;0.063799999974718
SSP2;ECE;FCEV;Truck (18t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.00540000000013104;0.0135999999964443;0.0218000000032247;0.0437000000457233
SSP2;ECE;FCEV;Truck (26t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.00540000000003266;0.0135999999997387;0.0217999999958066;0.043700000124164
SSP2;ECE;FCEV;Truck (40t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.00540000000007058;0.0136000000071271;0.0218000000602655;0.0436999996962644
SSP2;ECE;FCEV;Truck (7_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.0146000000059461;0.0361000000008932;0.0575000000375415;0.063799999990841
SSP2;ECE;Gases;Bus_tmp_vehicletype;Bus_tmp_subsectorL3;Bus;trn_pass_road;trn_pass;FV;0.0100000000000607;0.0199999999999986;0.0450000000019988;0.0700000000123344;0.0900000000270278
SSP2;ECE;Gases;Compact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00862419877426868;0.00939152004673669;0.0121779518328055;0.0146618077967224;0.0521951369854826
SSP2;ECE;Gases;Large Car and SUV;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.0125393629034792;0.0141626063939545;0.01830414191769;0.0225441302023396;0.0521654946724039
SSP2;ECE;Gases;Midsize Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00890821005834256;0.00967427892157105;0.0124782643796665;0.0149672669174824;0.0534941523554821
SSP2;ECE;Gases;Subcompact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00687348038455434;0.00793059946104924;0.0107029891052001;0.0127642503127263;0.0575995370938831
SSP2;ECE;Gases;Truck (0-3_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.0500000000011185;0.0805000000011069;0.110999999999611;0.18699999996823
SSP2;ECE;Gases;Truck (18t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.050000000001716;0.0804999999631213;0.110999999987097;0.187000000237894
SSP2;ECE;Gases;Truck (26t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.050000000000581;0.0804999999890934;0.111000000030475;0.186999999796421
SSP2;ECE;Gases;Truck (40t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0;0;0;0
SSP2;ECE;Gases;Truck (7_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.0500000000315557;0.0805000000051098;0.11100000001011;0.18700000000083
SSP2;ECE;Hybrid electric;Compact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.0126577164068072;0.0234133035015921;0.0438863128560858;0.0703310903831281;0.107771714576763
SSP2;ECE;Hybrid electric;Large Car and SUV;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.0430164598688965;0.0684051663872361;0.111223743884886;0.15998483066098;0.175245275760176
SSP2;ECE;Hybrid electric;Midsize Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.0143947768185913;0.0257014881269244;0.0464866385352527;0.0729286459736341;0.112583075723727
SSP2;ECE;Hybrid electric;Subcompact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00657908029946016;0.0128948561387361;0.0253430672872735;0.0417544226576928;0.0770399164469953
SSP2;ECE;Hydrogen;Domestic Aviation_tmp_vehicletype;Domestic Aviation_tmp_subsectorL3;Domestic Aviation_tmp_subsectorL2;Domestic Aviation;trn_pass;FV;0;8.32e-07;2.31000000000007e-05;4.54000000000118e-05;0.1190000004605
SSP2;ECE;Liquids;Bus_tmp_vehicletype;Bus_tmp_subsectorL3;Bus;trn_pass_road;trn_pass;FV;1;1;1;1;0.80200000021598
SSP2;ECE;Liquids;Compact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;1;1;1;1;0.835443867437361
SSP2;ECE;Liquids;Domestic Aviation_tmp_vehicletype;Domestic Aviation_tmp_subsectorL3;Domestic Aviation_tmp_subsectorL2;Domestic Aviation;trn_pass;FV;1;1;1;1;1
SSP2;ECE;Liquids;Domestic Ship_tmp_vehicletype;Domestic Ship_tmp_subsectorL3;Domestic Ship_tmp_subsectorL2;Domestic Ship;trn_freight;FV;1;1;1;1;1
SSP2;ECE;Liquids;Freight Rail_tmp_vehicletype;Freight Rail_tmp_subsectorL3;Freight Rail_tmp_subsectorL2;Freight Rail;trn_freight;FV;0.587000001805876;0.586999997666179;0.587000000171562;0.58700000013186;0.587
SSP2;ECE;Liquids;International Aviation_tmp_vehicletype;International Aviation_tmp_subsectorL3;International Aviation_tmp_subsectorL2;International Aviation;trn_aviation_intl;FV;1;1;1;1;1
SSP2;ECE;Liquids;International Ship_tmp_vehicletype;International Ship_tmp_subsectorL3;International Ship_tmp_subsectorL2;International Ship;trn_shipping_intl;FV;1;1;1;1;1
SSP2;ECE;Liquids;Large Car and SUV;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;1;1;1;1;0.702308318292956
SSP2;ECE;Liquids;Midsize Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;1;1;1;1;0.870064584580528
SSP2;ECE;Liquids;Moped;trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;1;1;1;0.699999996829769;0.0999999999829426
SSP2;ECE;Liquids;Motorcycle (50-250cc);trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;1;1;1;0.699999999307759;0.0999999999677587
SSP2;ECE;Liquids;Motorcycle (>250cc);trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;1;1;1;0.699999999790413;0.0999999999697524
SSP2;ECE;Liquids;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;0.14499999990933;0.14500000021359;0.144999999908436;0.14499999989538;0.144999999800933
SSP2;ECE;Liquids;Subcompact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;1;1;1;1;1
SSP2;ECE;Liquids;Truck (0-3_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;1;1;1;1;1
SSP2;ECE;Liquids;Truck (18t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;1;1;1;1;1
SSP2;ECE;Liquids;Truck (26t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;1;1;1;1;1
SSP2;ECE;Liquids;Truck (40t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;1;1;1;1;1
SSP2;ECE;Liquids;Truck (7_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;1;1;1;1;1
SSP2;ECE;Walk_tmp_technology;Walk_tmp_vehicletype;Walk_tmp_subsectorL3;Walk_tmp_subsectorL2;Walk;trn_pass;FV;1;1;1;1;1
SSP2;ECS;;;;;Cycle;trn_pass;S1S;0.0110000000000095;0.059999999998477;0.0949999999929227;0.129999999998989;0.199999999997271
SSP2;ECS;;;;;Domestic Aviation;trn_pass;S1S;0.00371999999986503;0.00399999999989574;0.0032499999997645;0.00249999999995041;0.0014999999999795
SSP2;ECS;;;;;Domestic Ship;trn_freight;S1S;0.00395000000518074;0.00394999999617736;0.00377000000017884;0.00359000000301266;0.00394999993705773
SSP2;ECS;;;;;Freight Rail;trn_freight;S1S;0.0598000001255117;0.0597999999481396;0.0543000000116881;0.0488999999818286;0.0806999992280652
SSP2;ECS;;;;;HSR;trn_pass;S1S;0.00029699999997847;0.000296999999994618;0.000385999999972983;0.000474999999990818;0.000399999999994535
SSP2;ECS;;;;;International Aviation;trn_aviation_intl;S1S;1;1;1;1;1
SSP2;ECS;;;;;International Ship;trn_shipping_intl;S1S;1;1;1;1;1
SSP2;ECS;;;;;Passenger Rail;trn_pass;S1S;0.00792000000007459;0.0105999999995561;0.0131999999990401;0.0157999999997298;0.00999999999986413
SSP2;ECS;;;;;Walk;trn_pass;S1S;1;1;1;1;1
SSP2;ECS;;;;;trn_freight_road;trn_freight;S1S;1;1;1;1;1
SSP2;ECS;;;;;trn_pass_road;trn_pass;S1S;0.744999999998377;0.744999999980896;0.722999999948984;0.699999999987253;0.299999999995899
SSP2;ECS;;;;Bus;trn_pass_road;trn_pass;S2S1;0.209;0.25;0.195238095238094;0.145454545454546;0.0899999999999999
SSP2;ECS;;;;Cycle_tmp_subsectorL2;Cycle;trn_pass;S2S1;1;1;1;1;1
SSP2;ECS;;;;Domestic Aviation_tmp_subsectorL2;Domestic Aviation;trn_pass;S2S1;1;1;1;1;1
SSP2;ECS;;;;Domestic Ship_tmp_subsectorL2;Domestic Ship;trn_freight;S2S1;1;1;1;1;1
SSP2;ECS;;;;Freight Rail_tmp_subsectorL2;Freight Rail;trn_freight;S2S1;1;1;1;1;1
SSP2;ECS;;;;HSR_tmp_subsectorL2;HSR;trn_pass;S2S1;1;1;1;1;1
SSP2;ECS;;;;International Aviation_tmp_subsectorL2;International Aviation;trn_aviation_intl;S2S1;1;1;1;1;1
SSP2;ECS;;;;International Ship_tmp_subsectorL2;International Ship;trn_shipping_intl;S2S1;1;1;1;1;1
SSP2;ECS;;;;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;S2S1;1;1;1;1;1
SSP2;ECS;;;;Walk_tmp_subsectorL2;Walk;trn_pass;S2S1;1;1;1;1;1
SSP2;ECS;;;;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;S2S1;1;1;1;1;1
SSP2;ECS;;;;trn_pass_road_LDV;trn_pass_road;trn_pass;S2S1;1;1;1;1;1
SSP2;ECS;;;Bus_tmp_subsectorL3;Bus;trn_pass_road;trn_pass;S3S2;1;1;1;1;1
SSP2;ECS;;;Cycle_tmp_subsectorL3;Cycle_tmp_subsectorL2;Cycle;trn_pass;S3S2;1;1;1;1;1
SSP2;ECS;;;Domestic Aviation_tmp_subsectorL3;Domestic Aviation_tmp_subsectorL2;Domestic Aviation;trn_pass;S3S2;1;1;1;1;1
SSP2;ECS;;;Domestic Ship_tmp_subsectorL3;Domestic Ship_tmp_subsectorL2;Domestic Ship;trn_freight;S3S2;1;1;1;1;1
SSP2;ECS;;;Freight Rail_tmp_subsectorL3;Freight Rail_tmp_subsectorL2;Freight Rail;trn_freight;S3S2;1;1;1;1;1
SSP2;ECS;;;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;S3S2;1;1;1;1;1
SSP2;ECS;;;International Aviation_tmp_subsectorL3;International Aviation_tmp_subsectorL2;International Aviation;trn_aviation_intl;S3S2;1;1;1;1;1
SSP2;ECS;;;International Ship_tmp_subsectorL3;International Ship_tmp_subsectorL2;International Ship;trn_shipping_intl;S3S2;1;1;1;1;1
SSP2;ECS;;;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;S3S2;1;1;1;1;1
SSP2;ECS;;;Walk_tmp_subsectorL3;Walk_tmp_subsectorL2;Walk;trn_pass;S3S2;1;1;1;1;1
SSP2;ECS;;;trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;S3S2;1;1;1;1;1
SSP2;ECS;;;trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;S3S2;0.0100000000005145;0.0099999999999656;0.0100000000059889;0.0099999999984923;0.0100000000027282
SSP2;ECS;;;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;S3S2;1;1;1;1;1
SSP2;ECS;;Bus_tmp_vehicletype;Bus_tmp_subsectorL3;Bus;trn_pass_road;trn_pass;VS3;1;1;1;1;1
SSP2;ECS;;Compact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;VS3;0.499999999632724;0.499999997508221;0.499999999197589;0.500000000837297;0.454999995840728
SSP2;ECS;;Cycle_tmp_vehicletype;Cycle_tmp_subsectorL3;Cycle_tmp_subsectorL2;Cycle;trn_pass;VS3;1;1;1;1;1
SSP2;ECS;;Domestic Aviation_tmp_vehicletype;Domestic Aviation_tmp_subsectorL3;Domestic Aviation_tmp_subsectorL2;Domestic Aviation;trn_pass;VS3;1;1;1;1;1
SSP2;ECS;;Domestic Ship_tmp_vehicletype;Domestic Ship_tmp_subsectorL3;Domestic Ship_tmp_subsectorL2;Domestic Ship;trn_freight;VS3;1;1;1;1;1
SSP2;ECS;;Freight Rail_tmp_vehicletype;Freight Rail_tmp_subsectorL3;Freight Rail_tmp_subsectorL2;Freight Rail;trn_freight;VS3;1;1;1;1;1
SSP2;ECS;;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;VS3;1;1;1;1;1
SSP2;ECS;;International Aviation_tmp_vehicletype;International Aviation_tmp_subsectorL3;International Aviation_tmp_subsectorL2;International Aviation;trn_aviation_intl;VS3;1;1;1;1;1
SSP2;ECS;;International Ship_tmp_vehicletype;International Ship_tmp_subsectorL3;International Ship_tmp_subsectorL2;International Ship;trn_shipping_intl;VS3;1;1;1;1;1
SSP2;ECS;;Large Car and SUV;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;VS3;1;1;1;1;1
SSP2;ECS;;Midsize Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;VS3;0.961000000770594;0.960999994522786;0.960999996373874;0.961000001331542;0.960999989088508
SSP2;ECS;;Moped;trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;VS3;0.111999999699548;0.112000000129576;0.112000000012669;0.112000000123794;0.112000002599186
SSP2;ECS;;Motorcycle (50-250cc);trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;VS3;0.0358000000084484;0.0358000000462647;0.0358000000873937;0.0358000000804358;0.0358000007317808
SSP2;ECS;;Motorcycle (>250cc);trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;VS3;1;1;1;1;1
SSP2;ECS;;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;VS3;1;1;1;1;1
SSP2;ECS;;Subcompact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;VS3;0.978000000851422;0.977999989831466;0.977999998160226;0.977999999918874;0.888999992370243
SSP2;ECS;;Truck (0-3_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;VS3;1;1;1;1;1
SSP2;ECS;;Truck (18t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;VS3;0.256000000217011;0.255999999956228;0.256000000177862;0.256000000105243;0.25599999977864
SSP2;ECS;;Truck (26t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;VS3;0.310000000167751;0.309999999970814;0.309999999894791;0.310000000074156;0.309999999675058
SSP2;ECS;;Truck (40t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;VS3;0.128000000053006;0.127999999966759;0.128000000004291;0.128000000041152;0.127999999872357
SSP2;ECS;;Truck (7_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;VS3;0.44100000050003;0.440999999672822;0.441000000067177;0.44100000022086;0.440999999626988
SSP2;ECS;;Walk_tmp_vehicletype;Walk_tmp_subsectorL3;Walk_tmp_subsectorL2;Walk;trn_pass;VS3;1;1;1;1;1
SSP2;ECS;BEV;Bus_tmp_vehicletype;Bus_tmp_subsectorL3;Bus;trn_pass_road;trn_pass;FV;0;0.0930999999993755;0.237000000282043;0.381999999559334;0.841999999747763
SSP2;ECS;BEV;Compact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00402395300156085;0.00741779143879493;0.0133847304073507;0.0261738864976955;0.0467521294791927
SSP2;ECS;BEV;Large Car and SUV;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.0160898679241286;0.0260477968185287;0.0409581458607163;0.0705927728327828;0.109511319462986
SSP2;ECS;BEV;Midsize Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00407629451821573;0.00732073289659911;0.0128449287169384;0.0247263532118206;0.0432306082751189
SSP2;ECS;BEV;Moped;trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0;0.249999999116031;0.735294107784025;1;1
SSP2;ECS;BEV;Motorcycle (50-250cc);trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0;0.249999999516694;0.735294120473534;1;1
SSP2;ECS;BEV;Motorcycle (>250cc);trn_pass_road_LDV_2W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0;0.250000001381022;0.735294120075517;1;1
SSP2;ECS;BEV;Subcompact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00195222282204353;0.00363756677214742;0.00660241868479851;0.0130560991196372;0.0225035320026635
SSP2;ECS;BEV;Truck (0-3_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.103999999998909;0.161000000406468;0.217999999908642;0.288999997319275
SSP2;ECS;BEV;Truck (18t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.0414000000034067;0.0793999999514296;0.117000000140666;0.28099999974391
SSP2;ECS;BEV;Truck (26t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.0413999999921209;0.0794000001029343;0.116999999085375;0.280999979305952
SSP2;ECS;BEV;Truck (40t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.0413999999933772;0.0794000000127168;0.116999999981567;0.280999998239932
SSP2;ECS;BEV;Truck (7_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.103999999998175;0.160999999637905;0.218000000364992;0.288999998963416
SSP2;ECS;Cycle_tmp_technology;Cycle_tmp_vehicletype;Cycle_tmp_subsectorL3;Cycle_tmp_subsectorL2;Cycle;trn_pass;FV;1;1;1;1;1
SSP2;ECS;Electric;Freight Rail_tmp_vehicletype;Freight Rail_tmp_subsectorL3;Freight Rail_tmp_subsectorL2;Freight Rail;trn_freight;FV;1;1;1;1;1
SSP2;ECS;Electric;HSR_tmp_vehicletype;HSR_tmp_subsectorL3;HSR_tmp_subsectorL2;HSR;trn_pass;FV;1;1;1;1;1
SSP2;ECS;Electric;Passenger Rail_tmp_vehicletype;Passenger Rail_tmp_subsectorL3;Passenger Rail_tmp_subsectorL2;Passenger Rail;trn_pass;FV;1;1;1;1;1
SSP2;ECS;FCEV;Bus_tmp_vehicletype;Bus_tmp_subsectorL3;Bus;trn_pass_road;trn_pass;FV;0;0.00269999999981543;0.0381000000960098;0.0736000001586519;0.10900000001187
SSP2;ECS;FCEV;Compact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.000784175767254015;0.00135329450066718;0.00224213255904494;0.00353701319012218;0.00943111916433619
SSP2;ECS;FCEV;Large Car and SUV;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00321011336816456;0.00506349374104099;0.00742677238096842;0.0109874303145781;0.0255897466932637
SSP2;ECS;FCEV;Midsize Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.000794526028509726;0.00134683579538228;0.0021908487821686;0.00338663360297337;0.00884585797986957
SSP2;ECS;FCEV;Subcompact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00035129097984746;0.000609802646777933;0.0010199722013657;0.00163059710238063;0.00434532684268523
SSP2;ECS;FCEV;Truck (0-3_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.0145999999995051;0.0417999999927986;0.0690000000566092;0.079799999929152
SSP2;ECS;FCEV;Truck (18t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.00540000000005407;0.0158000000022326;0.0262000000186155;0.0546000002067824
SSP2;ECS;FCEV;Truck (26t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.00539999999752089;0.015800000022556;0.026199999869512;0.0545999993654952
SSP2;ECS;FCEV;Truck (40t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.00539999999657101;0.0157999999944815;0.0262000000449519;0.0546000000556715
SSP2;ECS;FCEV;Truck (7_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;0;0.0145999999999469;0.0417999999995404;0.0689999999749391;0.079800000019334
SSP2;ECS;Gases;Bus_tmp_vehicletype;Bus_tmp_subsectorL3;Bus;trn_pass_road;trn_pass;FV;0.00999999999956422;0.0199999999982123;0.0413000001018677;0.0625000000824879;0.0999999999266553
SSP2;ECS;Gases;Compact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.000176976346799291;0.000501862241923555;0.00121918502106413;0.00547441935702611;0.104639948192164
SSP2;ECS;Gases;Large Car and SUV;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.000578026513473328;0.00161532586423535;0.00375798419047118;0.0151673636794095;0.199750955008981
SSP2;ECS;Gases;Midsize Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.000185066800527049;0.000511909320892674;0.00120479200759352;0.00527074302612256;0.0943492607405266
SSP2;ECS;Gases;Subcompact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.000106322114823105;0.00030261123276416;0.000711809170113689;0.00312303847612394;0.0614393436738419
SSP2;ECS;Gases;Truck (0-3_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;1.00000000000004e-05;0.0129999999995722;0.0397999999934763;0.0666999999910506;0.140000003029629
SSP2;ECS;Gases;Truck (18t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;9.99999999999998e-06;0.0129999999991938;0.0398000000041555;0.0667000000444705;0.140000000314268
SSP2;ECS;Gases;Truck (26t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;1.00000000000028e-05;0.0130000000041056;0.0398000000290586;0.0667000002515429;0.139999991836602
SSP2;ECS;Gases;Truck (40t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;1.00000000000002e-05;0.0129999999905402;0.0398000000108939;0.0667000000976657;0.13999999978401
SSP2;ECS;Gases;Truck (7_5t);trn_freight_road_tmp_subsectorL3;trn_freight_road_tmp_subsectorL2;trn_freight_road;trn_freight;FV;1.00000000000002e-05;0.0130000000029221;0.0398000000218125;0.0667000000545248;0.140000000025707
SSP2;ECS;Hybrid electric;Compact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.015083148265234;0.0265812974133972;0.04965242051198;0.0817369679901934;0.176367418199522
SSP2;ECS;Hybrid electric;Large Car and SUV;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.0483095087074161;0.0736331402458278;0.119367716292988;0.176535164037576;0.322650611638257
SSP2;ECS;Hybrid electric;Midsize Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.0157865867792045;0.0267873135153607;0.0482415404250663;0.0779511240986855;0.163941290083387
SSP2;ECS;Hybrid electric;Subcompact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;0.00745272764235716;0.0137396411198231;0.0262876559336505;0.0436589255799977;0.0913671659145186
SSP2;ECS;Hydrogen;Domestic Aviation_tmp_vehicletype;Domestic Aviation_tmp_subsectorL3;Domestic Aviation_tmp_subsectorL2;Domestic Aviation;trn_pass;FV;0;8.31999999999999e-07;2.31000000000001e-05;4.53999999999954e-05;0.118999999844632
SSP2;ECS;Liquids;Bus_tmp_vehicletype;Bus_tmp_subsectorL3;Bus;trn_pass_road;trn_pass;FV;1;1;1;1;1
SSP2;ECS;Liquids;Compact Car;trn_pass_road_LDV_4W;trn_pass_road_LDV;trn_pass_road;trn_pass;FV;1;1;1;1;1
SSP2;ECS;Liquids;Domestic Aviation_tmp_vehicletype;Domestic Aviation_tmp_subsectorL3;Domestic Aviation_tmp_subsectorL2;Domestic Aviation;trn_pass;FV;1;1;1;1;1
SSP2;ECS;Liquids;Domestic Ship_tmp_vehicletype;Domestic Ship_tmp_subsectorL3;Domestic Ship_tmp_subsectorL2;Domestic Ship;trn_freight;FV;1;1;1;1;1
SSP2;ECS;Liquids;Freight Rail_tmp_vehicletype;Freight Rail_tmp_subsectorL3;Freight Rail_tmp_subsectorL2;Freight Rail;trn_freight;FV;0.629999997503665;0.630000000864372;0.629999998732675;0.629999998033175;0.629999999262741
SSP2;ECS;Liquids;International Aviation_tmp_vehicletype;International Aviation_tmp_subsectorL3;International Aviation_tmp_subsectorL2;International Aviation;trn_aviation_intl;FV;1;1;1;1;1
SSP2;ECS;Liquids;International Ship_tmp_vehicletype;International Ship_tmp_subsectorL3;International Ship_tmp_subsectorL2;International Ship;trn_shipping_intl;FV;1;1;1;1;1
